#                                                                                           --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                       accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#               ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   1   2  1.1e-295    2e-294  975.9   2.9     1   451     8   505     8   524 0.95 -
TRINITY_DN19817_c0_g1_i11:901-2649  -            583 41297at7898          -            477         0 1013.2   9.2   2   2   5.7e-11   9.9e-10   37.1   0.5   440   477   534   583   520   583 0.80 -
TRINITY_DN15723_c0_g1_i5:801-1517   -            239 41297at7898          -            477   4.4e-33  114.1   0.1   1   1     3e-34   5.2e-33  113.9   0.1    11   213     8   209     1   222 0.89 -
TRINITY_DN2172_c0_g1_i7:396-1400    -            335 41297at7898          -            477     1e-32  112.9   0.0   1   1   7.3e-34   1.3e-32  112.6   0.0    12   251    23   265    12   293 0.86 -
TRINITY_DN2172_c0_g1_i4:516-1460    -            315 41297at7898          -            477   1.4e-32  112.5   0.0   1   1   9.3e-34   1.6e-32  112.2   0.0    15   251     6   245     1   273 0.86 -
TRINITY_DN32026_c0_g2_i1:2967-4109  -            381 41297at7898          -            477   1.9e-32  112.0   0.0   1   1   1.5e-33   2.6e-32  111.6   0.0    14   252     7   257     2   285 0.81 -
TRINITY_DN32026_c0_g2_i2:2967-4109  -            381 41297at7898          -            477   1.9e-32  112.0   0.0   1   1   1.5e-33   2.6e-32  111.6   0.0    14   252     7   257     2   285 0.81 -
TRINITY_DN32026_c0_g2_i3:2967-4109  -            381 41297at7898          -            477   1.9e-32  112.0   0.0   1   1   1.5e-33   2.6e-32  111.6   0.0    14   252     7   257     2   285 0.81 -
TRINITY_DN26422_c0_g1_i1:455-1024   -            190 41297at7898          -            477   2.4e-32  111.7   0.1   1   1   1.6e-33   2.9e-32  111.4   0.1    13   186     4   185     1   189 0.88 -
TRINITY_DN26422_c0_g1_i2:287-856    -            190 41297at7898          -            477   2.4e-32  111.7   0.1   1   1   1.6e-33   2.9e-32  111.4   0.1    13   186     4   185     1   189 0.88 -
TRINITY_DN1887_c0_g2_i11:275-1009   -            245 41297at7898          -            477   3.6e-32  111.1   0.0   1   1   2.7e-33   4.8e-32  110.7   0.0    16   250     6   242     3   244 0.89 -
TRINITY_DN1887_c0_g2_i14:281-1015   -            245 41297at7898          -            477   3.6e-32  111.1   0.0   1   1   2.7e-33   4.8e-32  110.7   0.0    16   250     6   242     3   244 0.89 -
TRINITY_DN1887_c0_g2_i30:298-1032   -            245 41297at7898          -            477   3.6e-32  111.1   0.0   1   1   2.7e-33   4.8e-32  110.7   0.0    16   250     6   242     3   244 0.89 -
TRINITY_DN1887_c0_g2_i9:219-953     -            245 41297at7898          -            477   3.6e-32  111.1   0.0   1   1   2.7e-33   4.8e-32  110.7   0.0    16   250     6   242     3   244 0.89 -
TRINITY_DN1320_c0_g1_i5:1946-2758   -            271 41297at7898          -            477   5.5e-32  110.5   0.0   1   1   3.8e-33   6.7e-32  110.2   0.0    12   261    12   270     7   271 0.86 -
TRINITY_DN1887_c0_g2_i12:166-900    -            245 41297at7898          -            477   5.8e-32  110.4   0.0   1   1   4.2e-33   7.3e-32  110.1   0.0    16   248     6   240     3   244 0.89 -
TRINITY_DN1887_c0_g2_i13:298-1032   -            245 41297at7898          -            477   5.8e-32  110.4   0.0   1   1   4.2e-33   7.3e-32  110.1   0.0    16   248     6   240     3   244 0.89 -
TRINITY_DN1887_c0_g2_i15:275-1009   -            245 41297at7898          -            477   5.8e-32  110.4   0.0   1   1   4.2e-33   7.3e-32  110.1   0.0    16   248     6   240     3   244 0.89 -
TRINITY_DN1887_c0_g2_i16:275-1009   -            245 41297at7898          -            477   5.8e-32  110.4   0.0   1   1   4.2e-33   7.3e-32  110.1   0.0    16   248     6   240     3   244 0.89 -
TRINITY_DN1887_c0_g2_i21:281-1015   -            245 41297at7898          -            477   5.8e-32  110.4   0.0   1   1   4.2e-33   7.3e-32  110.1   0.0    16   248     6   240     3   244 0.89 -
TRINITY_DN1887_c0_g2_i24:275-1009   -            245 41297at7898          -            477   5.8e-32  110.4   0.0   1   1   4.2e-33   7.3e-32  110.1   0.0    16   248     6   240     3   244 0.89 -
TRINITY_DN1887_c0_g2_i7:250-984     -            245 41297at7898          -            477   5.8e-32  110.4   0.0   1   1   4.2e-33   7.3e-32  110.1   0.0    16   248     6   240     3   244 0.89 -
TRINITY_DN2239_c0_g1_i9:1123-1872   -            250 41297at7898          -            477   5.9e-32  110.4   0.0   1   1   3.9e-33   6.8e-32  110.2   0.0    33   264    10   244     1   249 0.86 -
TRINITY_DN2239_c0_g1_i2:627-1373    -            249 41297at7898          -            477   6.7e-32  110.2   0.0   1   1   4.4e-33   7.7e-32  110.0   0.0    35   264    11   243     1   248 0.86 -
TRINITY_DN7289_c0_g1_i6:2504-2995   -            164 41297at7898          -            477     7e-32  110.1   0.0   1   1   4.5e-33   7.9e-32  110.0   0.0    85   237     5   157     2   164 0.91 -
TRINITY_DN1320_c0_g1_i11:1935-2720  -            262 41297at7898          -            477   7.7e-32  110.0   0.0   1   1   4.9e-33   8.5e-32  109.9   0.0    12   261     3   261     1   262 0.86 -
TRINITY_DN1320_c0_g1_i2:1946-2731   -            262 41297at7898          -            477   7.7e-32  110.0   0.0   1   1   4.9e-33   8.5e-32  109.9   0.0    12   261     3   261     1   262 0.86 -
TRINITY_DN1320_c0_g1_i6:1643-2428   -            262 41297at7898          -            477   7.7e-32  110.0   0.0   1   1   4.9e-33   8.5e-32  109.9   0.0    12   261     3   261     1   262 0.86 -
TRINITY_DN1320_c0_g1_i9:1934-2719   -            262 41297at7898          -            477   7.7e-32  110.0   0.0   1   1   4.9e-33   8.5e-32  109.9   0.0    12   261     3   261     1   262 0.86 -
TRINITY_DN9903_c0_g2_i3:687-1499    -            271 41297at7898          -            477   1.2e-31  109.4   0.0   1   1     8e-33   1.4e-31  109.2   0.0     5   222     3   224     1   234 0.87 -
TRINITY_DN23813_c0_g1_i21:245-991   -            249 41297at7898          -            477   1.2e-31  109.3   0.0   1   1   8.3e-33   1.4e-31  109.1   0.0    16   245     6   240     1   246 0.88 -
TRINITY_DN23813_c0_g1_i6:259-1050   -            264 41297at7898          -            477   1.3e-31  109.3   0.0   1   1   9.3e-33   1.6e-31  108.9   0.0    16   246    10   245     4   251 0.88 -
TRINITY_DN7333_c0_g1_i2:324-866     -            181 41297at7898          -            477   1.6e-31  108.9   0.1   1   1   1.2e-32   2.1e-31  108.6   0.1    15   185     8   176     4   180 0.96 -
TRINITY_DN21732_c0_g2_i1:1501-2229  -            243 41297at7898          -            477   1.8e-31  108.8   0.0   1   1   1.2e-32   2.1e-31  108.6   0.0    58   275     1   219     1   232 0.91 -
TRINITY_DN23813_c0_g1_i2:255-1046   -            264 41297at7898          -            477   1.8e-31  108.8   0.0   1   1   1.3e-32   2.3e-31  108.5   0.0    16   246    10   245     4   251 0.88 -
TRINITY_DN30365_c0_g3_i1:44-694     -            217 41297at7898          -            477   2.7e-31  108.2   0.0   1   1   1.8e-32   3.2e-31  108.0   0.0    71   268     1   205     1   213 0.87 -
TRINITY_DN7333_c0_g1_i1:299-955     -            219 41297at7898          -            477   2.9e-31  108.1   0.1   1   1   2.2e-32   3.8e-31  107.7   0.1    15   185    46   214    39   218 0.96 -
TRINITY_DN1659_c0_g1_i1:1539-2309   -            257 41297at7898          -            477   4.9e-31  107.3   0.0   1   1   3.5e-32     6e-31  107.1   0.0    10   212     1   202     1   216 0.90 -
TRINITY_DN1659_c0_g1_i3:1539-2309   -            257 41297at7898          -            477   4.9e-31  107.3   0.0   1   1   3.5e-32     6e-31  107.1   0.0    10   212     1   202     1   216 0.90 -
TRINITY_DN41771_c0_g2_i3:3-749      -            249 41297at7898          -            477   1.1e-30  106.2   0.1   1   1   9.6e-32   1.7e-30  105.6   0.1    29   226     5   218     1   247 0.84 -
TRINITY_DN12133_c1_g3_i1:1027-1782  -            252 41297at7898          -            477   1.6e-30  105.6   0.0   1   1   1.1e-31   1.8e-30  105.5   0.0    11   261     1   251     1   252 0.89 -
TRINITY_DN12133_c1_g3_i4:1027-1782  -            252 41297at7898          -            477   1.6e-30  105.6   0.0   1   1   1.1e-31   1.8e-30  105.5   0.0    11   261     1   251     1   252 0.89 -
TRINITY_DN23813_c0_g1_i8:69-815     -            249 41297at7898          -            477     2e-30  105.3   0.0   1   1   1.4e-31   2.4e-30  105.1   0.0    16   245     6   240     1   246 0.88 -
TRINITY_DN23813_c0_g1_i11:205-1017  -            271 41297at7898          -            477     2e-30  105.3   0.0   1   1   1.6e-31   2.7e-30  104.9   0.0    15   245    27   262    16   268 0.87 -
TRINITY_DN12133_c0_g1_i2:122-907    -            262 41297at7898          -            477   2.8e-30  104.9   0.0   1   1   1.9e-31   3.3e-30  104.6   0.0    11   263     1   253     1   257 0.89 -
TRINITY_DN23813_c0_g1_i19:267-1013  -            249 41297at7898          -            477   2.9e-30  104.8   0.0   1   1   1.9e-31   3.3e-30  104.6   0.0    16   246     6   241     1   247 0.87 -
TRINITY_DN23813_c0_g1_i3:267-1013   -            249 41297at7898          -            477     3e-30  104.8   0.0   1   1     2e-31   3.5e-30  104.5   0.0    16   245     6   240     1   246 0.87 -
TRINITY_DN2985_c0_g1_i10:1141-1941  -            267 41297at7898          -            477     3e-30  104.8   0.0   1   1   2.3e-31     4e-30  104.4   0.0    11   264     6   260     4   264 0.88 -
TRINITY_DN2985_c0_g1_i1:1207-2007   -            267 41297at7898          -            477     3e-30  104.8   0.0   1   1   2.3e-31     4e-30  104.4   0.0    11   264     6   260     4   264 0.88 -
TRINITY_DN2985_c0_g1_i4:1363-2163   -            267 41297at7898          -            477     3e-30  104.8   0.0   1   1   2.3e-31     4e-30  104.4   0.0    11   264     6   260     4   264 0.88 -
TRINITY_DN12175_c0_g1_i1:543-1343   -            267 41297at7898          -            477   4.6e-30  104.2   0.0   1   1   2.9e-31   5.1e-30  104.0   0.0    48   261    35   266     7   267 0.81 -
TRINITY_DN18283_c0_g1_i1:1-714      -            238 41297at7898          -            477   4.8e-30  104.1   0.0   1   1   3.2e-31   5.5e-30  103.9   0.0    15   218    30   235    11   238 0.88 -
TRINITY_DN3741_c1_g1_i1:1179-1898   -            240 41297at7898          -            477   6.2e-30  103.7   0.0   1   1   4.5e-31   7.8e-30  103.4   0.0    64   263    32   235    20   238 0.88 -
TRINITY_DN3741_c1_g1_i3:1179-1898   -            240 41297at7898          -            477   6.2e-30  103.7   0.0   1   1   4.5e-31   7.8e-30  103.4   0.0    64   263    32   235    20   238 0.88 -
TRINITY_DN18283_c0_g1_i2:1-627      -            209 41297at7898          -            477   6.3e-30  103.7   0.0   1   1   3.9e-31   6.9e-30  103.6   0.0    16   218     2   206     1   209 0.88 -
TRINITY_DN9903_c0_g1_i1:487-1353    -            289 41297at7898          -            477   6.8e-30  103.6   0.0   1   1   4.6e-31     8e-30  103.4   0.0    18   265     2   260     1   270 0.79 -
TRINITY_DN9903_c0_g1_i2:643-1509    -            289 41297at7898          -            477   6.8e-30  103.6   0.0   1   1   4.6e-31     8e-30  103.4   0.0    18   265     2   260     1   270 0.79 -
TRINITY_DN9903_c0_g1_i4:652-1518    -            289 41297at7898          -            477   6.8e-30  103.6   0.0   1   1   4.6e-31     8e-30  103.4   0.0    18   265     2   260     1   270 0.79 -
TRINITY_DN2985_c0_g1_i3:1363-2163   -            267 41297at7898          -            477   8.1e-30  103.3   0.0   1   1   6.2e-31   1.1e-29  102.9   0.0    11   264     6   260     4   264 0.87 -
TRINITY_DN12175_c0_g1_i3:543-1343   -            267 41297at7898          -            477   2.2e-29  101.9   0.0   1   1   1.4e-30   2.4e-29  101.8   0.0    48   261    35   266     7   267 0.81 -
TRINITY_DN12175_c0_g1_i4:543-1343   -            267 41297at7898          -            477   2.2e-29  101.9   0.0   1   1   1.4e-30   2.4e-29  101.8   0.0    48   261    35   266     7   267 0.81 -
TRINITY_DN4999_c1_g1_i1:340-1209    -            290 41297at7898          -            477   2.9e-29  101.5   0.0   1   1   2.1e-30   3.7e-29  101.2   0.0    14   263    29   277    17   287 0.90 -
TRINITY_DN3741_c1_g1_i2:1104-1796   -            231 41297at7898          -            477   3.1e-29  101.4   0.0   1   1   2.2e-30   3.8e-29  101.1   0.0    67   263     1   201     1   205 0.88 -
TRINITY_DN1052_c1_g1_i1:33-527      -            165 41297at7898          -            477   6.2e-29  100.4   0.0   1   1   3.8e-30   6.6e-29  100.3   0.0    69   223     3   157     1   165 0.91 -
TRINITY_DN2622_c0_g1_i1:2610-3368   -            253 41297at7898          -            477   8.5e-29  100.0   1.5   1   2   6.7e-24   1.2e-22   79.7   0.5    16   160     8   152     5   181 0.93 -
TRINITY_DN2622_c0_g1_i1:2610-3368   -            253 41297at7898          -            477   8.5e-29  100.0   1.5   2   2   1.5e-05   0.00025   19.3   0.0   167   222   195   249   188   251 0.88 -
TRINITY_DN2622_c0_g1_i5:2579-3337   -            253 41297at7898          -            477   8.5e-29  100.0   1.5   1   2   6.7e-24   1.2e-22   79.7   0.5    16   160     8   152     5   181 0.93 -
TRINITY_DN2622_c0_g1_i5:2579-3337   -            253 41297at7898          -            477   8.5e-29  100.0   1.5   2   2   1.5e-05   0.00025   19.3   0.0   167   222   195   249   188   251 0.88 -
TRINITY_DN2622_c0_g1_i10:2610-3368  -            253 41297at7898          -            477   8.6e-29  100.0   1.5   1   2   6.8e-24   1.2e-22   79.7   0.5    16   160     8   152     5   181 0.93 -
TRINITY_DN2622_c0_g1_i10:2610-3368  -            253 41297at7898          -            477   8.6e-29  100.0   1.5   2   2   1.5e-05   0.00025   19.3   0.0   167   222   195   249   188   251 0.88 -
TRINITY_DN2622_c0_g1_i14:1805-2563  -            253 41297at7898          -            477   8.6e-29  100.0   1.5   1   2   6.8e-24   1.2e-22   79.7   0.5    16   160     8   152     5   181 0.93 -
TRINITY_DN2622_c0_g1_i14:1805-2563  -            253 41297at7898          -            477   8.6e-29  100.0   1.5   2   2   1.5e-05   0.00025   19.3   0.0   167   222   195   249   188   251 0.88 -
TRINITY_DN23573_c0_g1_i3:1419-2324  -            302 41297at7898          -            477   1.4e-28   99.3   0.0   1   1     1e-29   1.7e-28   99.0   0.0    11   261    41   301    32   302 0.79 -
TRINITY_DN4681_c0_g2_i3:989-1882    -            298 41297at7898          -            477   1.6e-28   99.0   0.0   1   1   1.2e-29   2.1e-28   98.7   0.0    16   249     6   250     2   257 0.85 -
TRINITY_DN4681_c0_g2_i5:989-1882    -            298 41297at7898          -            477   1.7e-28   99.0   0.0   1   1   1.2e-29   2.2e-28   98.6   0.0    16   249     6   250     2   256 0.85 -
TRINITY_DN36417_c0_g2_i1:335-1078   -            248 41297at7898          -            477   1.9e-28   98.8   0.0   1   1   1.3e-29   2.3e-28   98.5   0.0    16   222     8   221     2   234 0.89 -
TRINITY_DN23573_c0_g1_i5:203-1108   -            302 41297at7898          -            477     2e-28   98.8   0.0   1   1   1.4e-29   2.5e-28   98.4   0.0    11   261    41   301    32   302 0.79 -
TRINITY_DN7432_c0_g1_i5:153-3377    -           1075 41297at7898          -            477   2.4e-28   98.5   0.7   1   2   1.3e-06   2.3e-05   22.7   0.3    10   147   497   639   491   658 0.79 -
TRINITY_DN7432_c0_g1_i5:153-3377    -           1075 41297at7898          -            477   2.4e-28   98.5   0.7   2   2   4.4e-22   7.6e-21   73.7   0.0    10   204   800  1001   796  1008 0.82 -
TRINITY_DN4681_c0_g2_i4:1007-1861   -            285 41297at7898          -            477   3.6e-28   97.9   0.0   1   1   2.4e-29   4.2e-28   97.7   0.0    18   249     2   244     1   251 0.85 -
TRINITY_DN4681_c0_g2_i2:1007-1861   -            285 41297at7898          -            477   3.6e-28   97.9   0.0   1   1   2.4e-29   4.2e-28   97.7   0.0    18   249     2   244     1   251 0.85 -
TRINITY_DN4999_c0_g2_i5:651-1529    -            293 41297at7898          -            477   3.8e-28   97.8   0.0   1   1   2.8e-29   4.8e-28   97.5   0.0    16   261    10   254     5   277 0.89 -
TRINITY_DN4999_c0_g2_i6:651-1586    -            312 41297at7898          -            477   4.7e-28   97.5   0.0   1   1   3.4e-29     6e-28   97.2   0.0    16   261    29   273    24   296 0.89 -
TRINITY_DN10057_c0_g1_i1:1-522      -            174 41297at7898          -            477   4.8e-28   97.5   0.0   1   1     3e-29   5.3e-28   97.4   0.0    11   179     3   174     1   174 0.93 -
TRINITY_DN10057_c0_g1_i5:1-522      -            174 41297at7898          -            477   4.8e-28   97.5   0.0   1   1     3e-29   5.3e-28   97.4   0.0    11   179     3   174     1   174 0.93 -
TRINITY_DN990_c1_g2_i1:560-1546     -            329 41297at7898          -            477   9.8e-28   96.5   0.0   1   1   7.4e-29   1.3e-27   96.1   0.0    11   263    65   317    56   325 0.89 -
TRINITY_DN990_c1_g2_i3:560-1546     -            329 41297at7898          -            477   9.8e-28   96.5   0.0   1   1   7.4e-29   1.3e-27   96.1   0.0    11   263    65   317    56   325 0.89 -
TRINITY_DN1798_c0_g1_i11:467-1348   -            294 41297at7898          -            477   1.6e-27   95.7   0.0   1   1   1.2e-28   2.1e-27   95.4   0.0    16   268    10   261     5   268 0.90 -
TRINITY_DN1798_c0_g1_i3:467-1348    -            294 41297at7898          -            477   1.6e-27   95.7   0.0   1   1   1.2e-28   2.1e-27   95.4   0.0    16   268    10   261     5   268 0.90 -
TRINITY_DN2622_c0_g1_i11:398-1156   -            253 41297at7898          -            477   1.9e-27   95.6   0.8   1   2   3.2e-22   5.6e-21   74.2   0.3    16   157     8   149     5   162 0.96 -
TRINITY_DN2622_c0_g1_i11:398-1156   -            253 41297at7898          -            477   1.9e-27   95.6   0.8   2   2   8.6e-06   0.00015   20.0   0.0   167   222   195   249   162   251 0.86 -
TRINITY_DN2622_c0_g1_i15:2357-3115  -            253 41297at7898          -            477   1.9e-27   95.6   0.8   1   2   3.2e-22   5.6e-21   74.2   0.3    16   157     8   149     5   162 0.96 -
TRINITY_DN2622_c0_g1_i15:2357-3115  -            253 41297at7898          -            477   1.9e-27   95.6   0.8   2   2   8.6e-06   0.00015   20.0   0.0   167   222   195   249   162   251 0.86 -
TRINITY_DN2622_c0_g1_i17:1805-2563  -            253 41297at7898          -            477   1.9e-27   95.6   0.8   1   2   3.2e-22   5.6e-21   74.2   0.3    16   157     8   149     5   162 0.96 -
TRINITY_DN2622_c0_g1_i17:1805-2563  -            253 41297at7898          -            477   1.9e-27   95.6   0.8   2   2   8.6e-06   0.00015   20.0   0.0   167   222   195   249   162   251 0.86 -
TRINITY_DN2622_c0_g1_i4:1733-2491   -            253 41297at7898          -            477   1.9e-27   95.6   0.8   1   2   3.2e-22   5.6e-21   74.2   0.3    16   157     8   149     5   162 0.96 -
TRINITY_DN2622_c0_g1_i4:1733-2491   -            253 41297at7898          -            477   1.9e-27   95.6   0.8   2   2   8.6e-06   0.00015   20.0   0.0   167   222   195   249   162   251 0.86 -
TRINITY_DN14564_c0_g1_i1:215-1531   -            439 41297at7898          -            477   2.4e-27   95.2   0.0   1   1   1.7e-28     3e-27   94.9   0.0    96   258   162   329   150   406 0.90 -
TRINITY_DN7432_c0_g1_i7:153-3383    -           1077 41297at7898          -            477   2.6e-27   95.1   0.1   1   2   1.2e-05   0.00021   19.5   0.0    10   148   497   640   491   705 0.77 -
TRINITY_DN7432_c0_g1_i7:153-3383    -           1077 41297at7898          -            477   2.6e-27   95.1   0.1   2   2   6.1e-22   1.1e-20   73.3   0.0    10   204   801  1002   795  1011 0.83 -
TRINITY_DN6127_c0_g2_i1:3044-3739   -            232 41297at7898          -            477   3.1e-27   94.8   0.0   1   1     2e-28   3.5e-27   94.7   0.0    66   251     8   194     1   222 0.89 -
TRINITY_DN17632_c2_g1_i2:762-1562   -            267 41297at7898          -            477     4e-27   94.5   0.0   1   1   2.6e-28   4.5e-27   94.3   0.0    73   261    68   266     4   267 0.75 -
TRINITY_DN5762_c0_g2_i1:469-1359    -            297 41297at7898          -            477   8.3e-27   93.4   0.0   1   1   9.9e-28   1.7e-26   92.4   0.0    16   214    10   205     5   293 0.91 -
TRINITY_DN1798_c0_g1_i15:475-1314   -            280 41297at7898          -            477   9.4e-27   93.2   0.0   1   1   7.4e-28   1.3e-26   92.8   0.0    16   261    10   254     5   268 0.86 -
TRINITY_DN1798_c0_g1_i16:467-1306   -            280 41297at7898          -            477   9.4e-27   93.2   0.0   1   1   7.4e-28   1.3e-26   92.8   0.0    16   261    10   254     5   268 0.86 -
TRINITY_DN1798_c0_g1_i1:475-1314    -            280 41297at7898          -            477   9.4e-27   93.2   0.0   1   1   7.4e-28   1.3e-26   92.8   0.0    16   261    10   254     5   268 0.86 -
TRINITY_DN1798_c0_g1_i7:467-1306    -            280 41297at7898          -            477   9.4e-27   93.2   0.0   1   1   7.4e-28   1.3e-26   92.8   0.0    16   261    10   254     5   268 0.86 -
TRINITY_DN11115_c0_g3_i1:70-831     -            254 41297at7898          -            477   1.3e-26   92.7   0.0   1   1   8.3e-28   1.4e-26   92.6   0.0    17   219     1   211     1   243 0.86 -
TRINITY_DN41771_c0_g2_i1:0-551      -            184 41297at7898          -            477   2.4e-26   91.9   0.1   1   1   2.3e-27     4e-26   91.1   0.1    69   223     2   171     1   179 0.84 -
TRINITY_DN10708_c0_g2_i1:58-708     -            217 41297at7898          -            477   2.7e-26   91.7   0.0   1   1   1.9e-27   3.3e-26   91.5   0.0    87   270     1   198     1   210 0.83 -
TRINITY_DN36564_c0_g2_i1:1-486      -            162 41297at7898          -            477   6.1e-26   90.6   0.0   1   1   3.7e-27   6.4e-26   90.5   0.0    55   203     4   157     1   162 0.89 -
TRINITY_DN36366_c0_g1_i1:87-869     -            261 41297at7898          -            477     1e-25   89.8   0.1   1   1   6.5e-27   1.1e-25   89.7   0.1    10   262     3   259     1   261 0.88 -
TRINITY_DN6127_c0_g2_i2:3183-3740   -            186 41297at7898          -            477     1e-25   89.8   0.0   1   1   6.3e-27   1.1e-25   89.7   0.0    66   239     8   182     1   186 0.90 -
TRINITY_DN53009_c0_g1_i1:68-592     -            175 41297at7898          -            477   1.1e-25   89.8   0.0   1   1   6.6e-27   1.1e-25   89.7   0.0    93   255     1   172     1   175 0.82 -
TRINITY_DN39343_c0_g1_i3:45-629     -            195 41297at7898          -            477   2.1e-25   88.8   0.1   1   1   1.4e-26   2.3e-25   88.6   0.1    63   226    29   195    14   195 0.87 -
TRINITY_DN5159_c0_g1_i1:258-1040    -            261 41297at7898          -            477   2.8e-25   88.4   0.0   1   1   4.4e-26   7.6e-25   86.9   0.0    11   213     1   217     1   261 0.79 -
TRINITY_DN26269_c0_g1_i2:42-491     -            150 41297at7898          -            477   3.3e-25   88.1   0.3   1   1   2.1e-26   3.6e-25   88.0   0.3    11   155     3   149     1   150 0.95 -
TRINITY_DN43198_c0_g1_i1:337-792    -            152 41297at7898          -            477   3.9e-25   87.9   0.5   1   1   2.4e-26   4.1e-25   87.8   0.5    10   156     5   151     1   152 0.96 -
TRINITY_DN1640_c0_g2_i1:386-1345    -            320 41297at7898          -            477   5.5e-25   87.4   0.0   1   1   4.4e-26   7.6e-25   86.9   0.0    10   209    35   247    27   252 0.82 -
TRINITY_DN1640_c0_g2_i5:386-1345    -            320 41297at7898          -            477   5.5e-25   87.4   0.0   1   1   4.4e-26   7.6e-25   86.9   0.0    10   209    35   247    27   252 0.82 -
TRINITY_DN1640_c0_g2_i6:386-1345    -            320 41297at7898          -            477   5.5e-25   87.4   0.0   1   1   4.4e-26   7.6e-25   86.9   0.0    10   209    35   247    27   252 0.82 -
TRINITY_DN7432_c0_g1_i10:153-3086   -            978 41297at7898          -            477   1.7e-24   85.8   1.4   1   2   1.1e-06   1.9e-05   23.0   0.2    10   147   497   639   491   656 0.79 -
TRINITY_DN7432_c0_g1_i10:153-3086   -            978 41297at7898          -            477   1.7e-24   85.8   1.4   2   2     2e-18   3.6e-17   61.7   0.1    10   164   800   959   796   977 0.82 -
TRINITY_DN12930_c0_g2_i1:90-884     -            265 41297at7898          -            477   1.9e-24   85.7   0.0   1   1   1.3e-25   2.3e-24   85.4   0.0    10   209    53   265    45   265 0.81 -
TRINITY_DN665_c0_g1_i10:111-1019    -            303 41297at7898          -            477   2.1e-24   85.5   0.0   1   1   2.1e-25   3.6e-24   84.7   0.0    10   219     6   218     2   237 0.86 -
TRINITY_DN665_c0_g1_i3:115-1023     -            303 41297at7898          -            477   2.1e-24   85.5   0.0   1   1   2.1e-25   3.6e-24   84.7   0.0    10   219     6   218     2   237 0.86 -
TRINITY_DN7843_c0_g1_i1:191-1015    -            275 41297at7898          -            477   2.3e-24   85.4   0.0   1   1   1.5e-25   2.5e-24   85.2   0.0    17   211     3   209     1   274 0.84 -
TRINITY_DN7843_c0_g1_i6:191-1015    -            275 41297at7898          -            477   2.3e-24   85.4   0.0   1   1   1.5e-25   2.5e-24   85.2   0.0    17   211     3   209     1   274 0.84 -
TRINITY_DN7843_c0_g1_i7:189-1013    -            275 41297at7898          -            477   2.3e-24   85.4   0.0   1   1   1.5e-25   2.5e-24   85.2   0.0    17   211     3   209     1   274 0.84 -
TRINITY_DN2985_c0_g1_i5:1274-1759   -            162 41297at7898          -            477   2.6e-24   85.2   0.0   1   1   1.6e-25   2.8e-24   85.1   0.0    87   213     2   129     1   155 0.90 -
TRINITY_DN2985_c0_g1_i7:1267-1752   -            162 41297at7898          -            477   2.6e-24   85.2   0.0   1   1   1.6e-25   2.8e-24   85.1   0.0    87   213     2   129     1   155 0.90 -
TRINITY_DN18853_c0_g1_i1:85-2454    -            790 41297at7898          -            477   2.8e-24   85.1   0.1   1   1   2.7e-25   4.6e-24   84.4   0.1    16   274     9   270     2   281 0.89 -
TRINITY_DN39343_c0_g1_i1:45-629     -            195 41297at7898          -            477   3.5e-24   84.8   0.1   1   1   2.3e-25     4e-24   84.5   0.1    63   226    29   195    15   195 0.87 -
TRINITY_DN2187_c0_g1_i7:2-1207      -            402 41297at7898          -            477   3.6e-24   84.7   0.0   1   1   2.7e-25   4.7e-24   84.3   0.0    16   296    31   311    25   328 0.80 -
TRINITY_DN665_c0_g1_i9:263-1162     -            300 41297at7898          -            477   5.5e-24   84.1   0.0   1   1   4.9e-25   8.6e-24   83.5   0.0    10   219     3   215     1   234 0.86 -
TRINITY_DN2187_c0_g1_i6:1430-2917   -            496 41297at7898          -            477   6.3e-24   83.9   0.0   1   1     5e-25   8.6e-24   83.5   0.0    16   296    31   311    25   328 0.80 -
TRINITY_DN2187_c0_g1_i12:1532-3019  -            496 41297at7898          -            477   6.3e-24   83.9   0.0   1   1     5e-25   8.6e-24   83.5   0.0    16   296    31   311    25   328 0.80 -
TRINITY_DN16814_c0_g1_i3:1791-4661  -            957 41297at7898          -            477   6.5e-24   83.9   0.1   1   1   5.8e-25     1e-23   83.2   0.1    10   259    39   293    31   309 0.84 -
TRINITY_DN5598_c1_g1_i2:190-1035    -            282 41297at7898          -            477   6.7e-24   83.8   0.0   1   1   4.7e-25   8.1e-24   83.6   0.0    18   212     2   217     1   231 0.75 -
TRINITY_DN3498_c0_g1_i4:330-1367    -            346 41297at7898          -            477   6.7e-24   83.8   0.4   1   2   1.4e-23   2.4e-22   78.7   0.1    15   224    24   234    17   272 0.85 -
TRINITY_DN3498_c0_g1_i4:330-1367    -            346 41297at7898          -            477   6.7e-24   83.8   0.4   2   2      0.73        13    3.8   0.0   230   301   272   345   256   346 0.73 -
